src,cropsize,x1,y1,qf,typ,label
biggan_256/biggan_070_159095.png,239,11,17,93,biggan_256,FALSE
biggan_256/biggan_070_170500.png,196,34,40,80,biggan_256,FALSE
biggan_256/biggan_071_880608.png,207,6,15,86,biggan_256,FALSE
biggan_256/biggan_071_914057.png,172,41,32,92,biggan_256,FALSE
biggan_256/biggan_074_500605.png,168,16,67,69,biggan_256,FALSE
biggan_256/biggan_075_871722.png,234,2,10,89,biggan_256,FALSE
biggan_256/biggan_077_906235.png,165,62,42,97,biggan_256,FALSE
biggan_256/biggan_078_969271.png,218,29,24,87,biggan_256,FALSE
biggan_256/biggan_079_156714.png,226,10,10,98,biggan_256,FALSE
biggan_256/biggan_081_737794.png,236,5,18,88,biggan_256,FALSE
biggan_256/biggan_082_020882.png,189,42,3,94,biggan_256,FALSE
biggan_256/biggan_086_033163.png,220,8,26,94,biggan_256,FALSE
biggan_256/biggan_087_183218.png,254,1,2,92,biggan_256,FALSE
biggan_256/biggan_096_647754.png,255,0,1,77,biggan_256,FALSE
biggan_256/biggan_097_925243.png,253,1,2,80,biggan_256,FALSE
biggan_256/biggan_098_929234.png,200,44,22,84,biggan_256,FALSE
biggan_256/biggan_103_740397.png,167,74,51,72,biggan_256,FALSE
biggan_256/biggan_104_497341.png,230,21,2,93,biggan_256,FALSE
biggan_256/biggan_105_231711.png,248,2,0,87,biggan_256,FALSE
biggan_256/biggan_106_238249.png,242,7,2,93,biggan_256,FALSE
biggan_256/biggan_107_552134.png,215,34,29,95,biggan_256,FALSE
biggan_256/biggan_109_772415.png,227,25,4,89,biggan_256,FALSE
biggan_256/biggan_114_294245.png,220,28,29,85,biggan_256,FALSE
biggan_256/biggan_115_169882.png,223,19,29,69,biggan_256,FALSE
biggan_256/biggan_118_559902.png,238,8,14,75,biggan_256,FALSE
biggan_256/biggan_122_863077.png,181,0,16,86,biggan_256,FALSE
biggan_256/biggan_125_143714.png,164,90,18,90,biggan_256,FALSE
biggan_256/biggan_126_010092.png,233,4,5,87,biggan_256,FALSE
biggan_256/biggan_132_044186.png,161,54,49,95,biggan_256,FALSE
biggan_256/biggan_137_904557.png,245,9,1,94,biggan_256,FALSE
biggan_256/biggan_139_382699.png,198,29,40,82,biggan_256,FALSE
biggan_256/biggan_140_547564.png,180,61,7,80,biggan_256,FALSE
biggan_256/biggan_144_741728.png,227,6,17,86,biggan_256,FALSE
biggan_256/biggan_144_967739.png,211,4,30,89,biggan_256,FALSE
biggan_256/biggan_146_135647.png,239,3,5,73,biggan_256,FALSE
biggan_256/biggan_149_381546.png,227,7,13,84,biggan_256,FALSE
biggan_256/biggan_150_877372.png,235,2,0,77,biggan_256,FALSE
biggan_256/biggan_154_897379.png,230,21,18,92,biggan_256,FALSE
biggan_256/biggan_155_053962.png,247,6,1,75,biggan_256,FALSE
biggan_256/biggan_156_259146.png,175,34,53,98,biggan_256,FALSE
biggan_256/biggan_157_643574.png,177,43,22,79,biggan_256,FALSE
biggan_256/biggan_159_577885.png,197,34,37,77,biggan_256,FALSE
biggan_256/biggan_163_054129.png,223,11,7,70,biggan_256,FALSE
biggan_256/biggan_164_211212.png,219,21,26,75,biggan_256,FALSE
biggan_256/biggan_166_832545.png,192,57,24,71,biggan_256,FALSE
biggan_256/biggan_168_800379.png,255,0,0,73,biggan_256,FALSE
biggan_256/biggan_169_675526.png,236,7,20,78,biggan_256,FALSE
biggan_256/biggan_171_045403.png,247,5,4,75,biggan_256,FALSE
biggan_256/biggan_172_179140.png,253,1,1,95,biggan_256,FALSE
biggan_256/biggan_178_308893.png,196,60,45,73,biggan_256,FALSE
biggan_256/biggan_179_149148.png,211,33,2,81,biggan_256,FALSE
biggan_256/biggan_180_026191.png,192,4,15,79,biggan_256,FALSE
biggan_256/biggan_185_570971.png,213,32,17,69,biggan_256,FALSE
biggan_256/biggan_185_648138.png,230,4,19,96,biggan_256,FALSE
biggan_256/biggan_186_546104.png,241,1,2,73,biggan_256,FALSE
biggan_256/biggan_187_648739.png,196,47,43,80,biggan_256,FALSE
biggan_256/biggan_188_753279.png,242,8,4,85,biggan_256,FALSE
biggan_256/biggan_195_779447.png,186,70,42,76,biggan_256,FALSE
biggan_256/biggan_195_863714.png,178,65,57,92,biggan_256,FALSE
biggan_256/biggan_196_601060.png,180,21,0,68,biggan_256,FALSE
biggan_256/biggan_196_991097.png,256,0,0,68,biggan_256,FALSE
biggan_256/biggan_197_065004.png,202,46,54,78,biggan_256,FALSE
biggan_256/biggan_198_283020.png,172,19,14,98,biggan_256,FALSE
biggan_256/biggan_198_455369.png,172,70,10,95,biggan_256,FALSE
biggan_256/biggan_200_739464.png,204,50,17,96,biggan_256,FALSE
biggan_256/biggan_202_587648.png,243,7,9,91,biggan_256,FALSE
biggan_256/biggan_208_490526.png,166,48,83,95,biggan_256,FALSE
biggan_256/biggan_208_736798.png,188,42,3,87,biggan_256,FALSE
biggan_256/biggan_212_222188.png,224,24,20,76,biggan_256,FALSE
biggan_256/biggan_213_682926.png,222,9,1,91,biggan_256,FALSE
biggan_256/biggan_215_386515.png,186,10,65,84,biggan_256,FALSE
biggan_256/biggan_216_584029.png,245,0,2,73,biggan_256,FALSE
biggan_256/biggan_218_769024.png,255,0,1,81,biggan_256,FALSE
biggan_256/biggan_219_460941.png,250,1,4,92,biggan_256,FALSE
biggan_256/biggan_221_372353.png,204,41,41,71,biggan_256,FALSE
biggan_256/biggan_225_178520.png,202,35,52,90,biggan_256,FALSE
biggan_256/biggan_226_160445.png,162,61,37,93,biggan_256,FALSE
biggan_256/biggan_227_206929.png,164,59,77,79,biggan_256,FALSE
biggan_256/biggan_229_228409.png,211,35,35,69,biggan_256,FALSE
biggan_256/biggan_230_643630.png,240,13,5,79,biggan_256,FALSE
biggan_256/biggan_231_288171.png,189,51,43,87,biggan_256,FALSE
biggan_256/biggan_232_272491.png,197,52,37,96,biggan_256,FALSE
biggan_256/biggan_233_458678.png,167,76,76,89,biggan_256,FALSE
biggan_256/biggan_235_696230.png,184,48,32,79,biggan_256,FALSE
biggan_256/biggan_236_952822.png,250,6,2,91,biggan_256,FALSE
biggan_256/biggan_237_203039.png,189,48,31,87,biggan_256,FALSE
biggan_256/biggan_240_302282.png,238,3,13,95,biggan_256,FALSE
biggan_256/biggan_241_117466.png,227,27,4,88,biggan_256,FALSE
biggan_256/biggan_244_424009.png,184,8,57,82,biggan_256,FALSE
biggan_256/biggan_245_036673.png,240,13,8,82,biggan_256,FALSE
biggan_256/biggan_245_327797.png,212,38,0,68,biggan_256,FALSE
biggan_256/biggan_247_018878.png,199,29,41,82,biggan_256,FALSE
biggan_256/biggan_253_233435.png,248,7,4,90,biggan_256,FALSE
biggan_256/biggan_256_911553.png,161,26,3,93,biggan_256,FALSE
biggan_256/biggan_257_031147.png,204,20,34,82,biggan_256,FALSE
biggan_256/biggan_257_960390.png,175,43,35,88,biggan_256,FALSE
biggan_256/biggan_258_194031.png,253,0,3,80,biggan_256,FALSE
biggan_256/biggan_263_103901.png,204,23,7,97,biggan_256,FALSE
biggan_256/biggan_264_627978.png,195,17,20,74,biggan_256,FALSE
biggan_256/biggan_266_079809.png,173,43,37,65,biggan_256,FALSE
biggan_256/biggan_267_114043.png,208,8,46,97,biggan_256,FALSE
biggan_256/biggan_270_362907.png,184,10,27,80,biggan_256,FALSE
biggan_256/biggan_275_039875.png,243,10,10,99,biggan_256,FALSE
biggan_256/biggan_278_764665.png,182,3,53,83,biggan_256,FALSE
biggan_256/biggan_281_884116.png,250,4,5,84,biggan_256,FALSE
biggan_256/biggan_290_525752.png,169,53,74,65,biggan_256,FALSE
biggan_256/biggan_291_039606.png,162,91,42,87,biggan_256,FALSE
biggan_256/biggan_292_571486.png,225,22,12,84,biggan_256,FALSE
biggan_256/biggan_293_747468.png,238,4,17,78,biggan_256,FALSE
biggan_256/biggan_295_207849.png,228,25,14,83,biggan_256,FALSE
biggan_256/biggan_295_715622.png,236,9,2,78,biggan_256,FALSE
biggan_256/biggan_296_722071.png,242,7,14,90,biggan_256,FALSE
biggan_256/biggan_298_323716.png,195,48,51,76,biggan_256,FALSE
biggan_256/biggan_299_864110.png,189,40,42,76,biggan_256,FALSE
biggan_256/biggan_300_471866.png,256,0,0,92,biggan_256,FALSE
biggan_256/biggan_303_659334.png,182,31,48,84,biggan_256,FALSE
biggan_256/biggan_304_266213.png,212,34,17,70,biggan_256,FALSE
biggan_256/biggan_304_933625.png,209,2,16,91,biggan_256,FALSE
biggan_256/biggan_307_562018.png,226,23,8,94,biggan_256,FALSE
biggan_256/biggan_309_144025.png,206,50,22,96,biggan_256,FALSE
biggan_256/biggan_309_415074.png,161,45,15,79,biggan_256,FALSE
biggan_256/biggan_310_690029.png,239,1,1,70,biggan_256,FALSE
biggan_256/biggan_311_517812.png,241,12,14,78,biggan_256,FALSE
biggan_256/biggan_316_951485.png,197,40,50,71,biggan_256,FALSE
biggan_256/biggan_318_816895.png,243,6,7,66,biggan_256,FALSE
biggan_256/biggan_321_929293.png,165,22,42,69,biggan_256,FALSE
biggan_256/biggan_325_424874.png,229,3,20,67,biggan_256,FALSE
biggan_256/biggan_326_045555.png,178,20,63,70,biggan_256,FALSE
biggan_256/biggan_328_176423.png,162,43,62,80,biggan_256,FALSE
biggan_256/biggan_329_296420.png,253,3,2,66,biggan_256,FALSE
biggan_256/biggan_333_668800.png,206,18,32,66,biggan_256,FALSE
biggan_256/biggan_342_891601.png,180,43,61,98,biggan_256,FALSE
biggan_256/biggan_344_624275.png,163,43,22,75,biggan_256,FALSE
biggan_256/biggan_344_634464.png,172,68,75,78,biggan_256,FALSE
biggan_256/biggan_346_528504.png,180,59,41,89,biggan_256,FALSE
biggan_256/biggan_346_743229.png,185,42,2,85,biggan_256,FALSE
biggan_256/biggan_348_557520.png,239,10,6,93,biggan_256,FALSE
biggan_256/biggan_354_531184.png,163,58,78,95,biggan_256,FALSE
biggan_256/biggan_355_278683.png,198,29,43,77,biggan_256,FALSE
biggan_256/biggan_356_517612.png,183,68,50,79,biggan_256,FALSE
biggan_256/biggan_360_867055.png,224,20,25,92,biggan_256,FALSE
biggan_256/biggan_364_253822.png,172,46,83,94,biggan_256,FALSE
biggan_256/biggan_368_424410.png,190,19,21,87,biggan_256,FALSE
biggan_256/biggan_369_481165.png,182,12,12,92,biggan_256,FALSE
biggan_256/biggan_369_598589.png,187,62,50,78,biggan_256,FALSE
biggan_256/biggan_370_250146.png,226,30,13,65,biggan_256,FALSE
biggan_256/biggan_370_263034.png,247,6,8,68,biggan_256,FALSE
biggan_256/biggan_377_055554.png,162,22,89,90,biggan_256,FALSE
biggan_256/biggan_381_139522.png,211,27,43,67,biggan_256,FALSE
biggan_256/biggan_381_404303.png,194,5,40,89,biggan_256,FALSE
biggan_256/biggan_383_560183.png,199,53,56,65,biggan_256,FALSE
biggan_256/biggan_387_393208.png,161,14,0,94,biggan_256,FALSE
biggan_256/biggan_388_410405.png,251,0,5,83,biggan_256,FALSE
biggan_256/biggan_391_625064.png,242,6,5,81,biggan_256,FALSE
biggan_256/biggan_393_223529.png,180,39,21,80,biggan_256,FALSE
biggan_256/biggan_394_594925.png,183,43,55,79,biggan_256,FALSE
biggan_256/biggan_395_416464.png,256,0,0,66,biggan_256,FALSE
biggan_256/biggan_395_861632.png,219,9,37,95,biggan_256,FALSE
biggan_256/biggan_401_105552.png,220,2,35,90,biggan_256,FALSE
biggan_256/biggan_402_168449.png,249,6,4,82,biggan_256,FALSE
biggan_256/biggan_402_715110.png,207,46,44,98,biggan_256,FALSE
biggan_256/biggan_405_977920.png,192,18,14,87,biggan_256,FALSE
biggan_256/biggan_406_599508.png,181,40,43,91,biggan_256,FALSE
biggan_256/biggan_412_772951.png,169,43,62,82,biggan_256,FALSE
biggan_256/biggan_412_823824.png,247,2,4,92,biggan_256,FALSE
biggan_256/biggan_415_721757.png,214,33,38,93,biggan_256,FALSE
biggan_256/biggan_418_439891.png,202,28,53,93,biggan_256,FALSE
biggan_256/biggan_425_135076.png,200,13,56,85,biggan_256,FALSE
biggan_256/biggan_425_979251.png,180,31,50,75,biggan_256,FALSE
biggan_256/biggan_426_583570.png,232,4,7,73,biggan_256,FALSE
biggan_256/biggan_427_683484.png,173,4,16,66,biggan_256,FALSE
biggan_256/biggan_428_660391.png,206,39,39,69,biggan_256,FALSE
biggan_256/biggan_429_976952.png,187,45,40,77,biggan_256,FALSE
biggan_256/biggan_431_687052.png,164,33,61,65,biggan_256,FALSE
biggan_256/biggan_432_706412.png,231,16,0,92,biggan_256,FALSE
biggan_256/biggan_433_706930.png,248,8,6,77,biggan_256,FALSE
biggan_256/biggan_435_636935.png,191,21,10,97,biggan_256,FALSE
biggan_256/biggan_436_556189.png,198,44,4,85,biggan_256,FALSE
biggan_256/biggan_441_950765.png,204,51,15,88,biggan_256,FALSE
biggan_256/biggan_442_245054.png,250,5,5,93,biggan_256,FALSE
biggan_256/biggan_442_733836.png,169,13,42,70,biggan_256,FALSE
biggan_256/biggan_452_198188.png,199,31,48,96,biggan_256,FALSE
biggan_256/biggan_453_104804.png,171,37,54,67,biggan_256,FALSE
biggan_256/biggan_455_771529.png,233,10,5,84,biggan_256,FALSE
biggan_256/biggan_459_429463.png,234,16,4,80,biggan_256,FALSE
biggan_256/biggan_459_611928.png,237,2,18,75,biggan_256,FALSE
biggan_256/biggan_461_048600.png,246,2,0,89,biggan_256,FALSE
biggan_256/biggan_462_100808.png,188,56,37,77,biggan_256,FALSE
biggan_256/biggan_464_116938.png,199,22,33,86,biggan_256,FALSE
biggan_256/biggan_468_254048.png,203,38,18,90,biggan_256,FALSE
biggan_256/biggan_470_102596.png,166,50,19,91,biggan_256,FALSE
biggan_256/biggan_472_246950.png,174,9,63,89,biggan_256,FALSE
biggan_256/biggan_473_137614.png,224,15,27,66,biggan_256,FALSE
biggan_256/biggan_473_662455.png,209,43,39,76,biggan_256,FALSE
biggan_256/biggan_474_676862.png,203,12,50,86,biggan_256,FALSE
biggan_256/biggan_475_089883.png,216,35,33,89,biggan_256,FALSE
biggan_256/biggan_480_739563.png,168,81,20,71,biggan_256,FALSE
biggan_256/biggan_481_664140.png,190,45,51,93,biggan_256,FALSE
biggan_256/biggan_483_578223.png,190,64,21,97,biggan_256,FALSE
biggan_256/biggan_488_846734.png,255,1,0,83,biggan_256,FALSE
biggan_256/biggan_489_609162.png,254,0,1,86,biggan_256,FALSE
biggan_256/biggan_491_996947.png,232,12,9,69,biggan_256,FALSE
biggan_256/biggan_493_674490.png,188,16,55,68,biggan_256,FALSE
biggan_256/biggan_495_229756.png,224,32,9,98,biggan_256,FALSE
biggan_256/biggan_498_556611.png,165,78,45,99,biggan_256,FALSE
biggan_256/biggan_498_832948.png,182,50,60,67,biggan_256,FALSE
biggan_256/biggan_502_065914.png,164,55,20,93,biggan_256,FALSE
biggan_256/biggan_502_119450.png,254,2,2,90,biggan_256,FALSE
biggan_256/biggan_503_995570.png,183,6,36,93,biggan_256,FALSE
biggan_256/biggan_504_825937.png,160,2,50,99,biggan_256,FALSE
biggan_256/biggan_504_873668.png,237,7,8,93,biggan_256,FALSE
biggan_256/biggan_507_921076.png,162,58,60,72,biggan_256,FALSE
biggan_256/biggan_508_648751.png,203,24,40,67,biggan_256,FALSE
biggan_256/biggan_508_717530.png,205,22,13,76,biggan_256,FALSE
biggan_256/biggan_509_965626.png,167,1,11,81,biggan_256,FALSE
biggan_256/biggan_510_521879.png,205,4,22,71,biggan_256,FALSE
biggan_256/biggan_510_610772.png,199,55,48,99,biggan_256,FALSE
biggan_256/biggan_511_808572.png,203,1,29,83,biggan_256,FALSE
biggan_256/biggan_512_526722.png,241,6,12,91,biggan_256,FALSE
biggan_256/biggan_514_804956.png,186,58,3,96,biggan_256,FALSE
biggan_256/biggan_516_066610.png,221,16,21,81,biggan_256,FALSE
biggan_256/biggan_521_878927.png,194,24,10,71,biggan_256,FALSE
biggan_256/biggan_524_602031.png,189,16,3,98,biggan_256,FALSE
biggan_256/biggan_524_928611.png,189,26,25,90,biggan_256,FALSE
biggan_256/biggan_526_786413.png,202,47,18,81,biggan_256,FALSE
biggan_256/biggan_527_993431.png,250,3,5,83,biggan_256,FALSE
biggan_256/biggan_536_403483.png,205,36,40,73,biggan_256,FALSE
biggan_256/biggan_537_651290.png,233,3,21,66,biggan_256,FALSE
biggan_256/biggan_539_027668.png,168,17,82,78,biggan_256,FALSE
biggan_256/biggan_539_591115.png,201,21,37,85,biggan_256,FALSE
biggan_256/biggan_542_269661.png,166,7,8,96,biggan_256,FALSE
biggan_256/biggan_544_749807.png,167,1,9,70,biggan_256,FALSE
biggan_256/biggan_545_184046.png,162,22,40,89,biggan_256,FALSE
biggan_256/biggan_549_211391.png,204,49,10,70,biggan_256,FALSE
biggan_256/biggan_554_747604.png,169,12,64,72,biggan_256,FALSE
biggan_256/biggan_555_908664.png,161,89,21,78,biggan_256,FALSE
biggan_256/biggan_557_045508.png,179,75,68,87,biggan_256,FALSE
biggan_256/biggan_557_790568.png,252,1,4,91,biggan_256,FALSE
biggan_256/biggan_559_499533.png,198,43,47,94,biggan_256,FALSE
biggan_256/biggan_560_842724.png,184,33,67,81,biggan_256,FALSE
biggan_256/biggan_561_902902.png,247,7,7,96,biggan_256,FALSE
biggan_256/biggan_562_124404.png,243,7,12,94,biggan_256,FALSE
biggan_256/biggan_562_804122.png,215,5,12,85,biggan_256,FALSE
biggan_256/biggan_563_164602.png,201,24,24,84,biggan_256,FALSE
biggan_256/biggan_565_437898.png,238,4,11,73,biggan_256,FALSE
biggan_256/biggan_568_522260.png,238,17,9,85,biggan_256,FALSE
biggan_256/biggan_570_320800.png,254,2,2,100,biggan_256,FALSE
biggan_256/biggan_573_045776.png,203,16,41,100,biggan_256,FALSE
biggan_256/biggan_573_998954.png,167,11,17,87,biggan_256,FALSE
biggan_256/biggan_574_342919.png,244,2,4,89,biggan_256,FALSE
biggan_256/biggan_578_016363.png,166,28,23,74,biggan_256,FALSE
biggan_256/biggan_580_459585.png,231,19,3,94,biggan_256,FALSE
biggan_256/biggan_587_884071.png,210,8,38,92,biggan_256,FALSE
biggan_256/biggan_589_219767.png,246,4,4,98,biggan_256,FALSE
biggan_256/biggan_589_463794.png,248,6,1,79,biggan_256,FALSE
biggan_256/biggan_590_455821.png,241,15,13,80,biggan_256,FALSE
biggan_256/biggan_594_080921.png,246,7,10,97,biggan_256,FALSE
biggan_256/biggan_596_309900.png,190,23,31,77,biggan_256,FALSE
biggan_256/biggan_599_040906.png,246,6,1,89,biggan_256,FALSE
biggan_256/biggan_602_917700.png,231,18,1,85,biggan_256,FALSE
biggan_256/biggan_603_008003.png,198,4,27,73,biggan_256,FALSE
biggan_256/biggan_604_224948.png,166,2,58,75,biggan_256,FALSE
biggan_256/biggan_607_400791.png,248,7,1,70,biggan_256,FALSE
biggan_256/biggan_610_288369.png,238,7,15,93,biggan_256,FALSE
biggan_256/biggan_612_025407.png,217,7,6,82,biggan_256,FALSE
biggan_256/biggan_613_051072.png,232,4,5,98,biggan_256,FALSE
biggan_256/biggan_620_605943.png,177,0,14,69,biggan_256,FALSE
biggan_256/biggan_629_036181.png,248,4,5,81,biggan_256,FALSE
biggan_256/biggan_630_807890.png,160,3,12,71,biggan_256,FALSE
biggan_256/biggan_630_975923.png,247,8,9,79,biggan_256,FALSE
biggan_256/biggan_636_069237.png,254,2,0,67,biggan_256,FALSE
biggan_256/biggan_637_284257.png,248,8,1,94,biggan_256,FALSE
biggan_256/biggan_638_070457.png,230,26,2,93,biggan_256,FALSE
biggan_256/biggan_642_666812.png,195,10,29,96,biggan_256,FALSE
biggan_256/biggan_646_543030.png,231,19,15,88,biggan_256,FALSE
biggan_256/biggan_647_050314.png,239,2,1,75,biggan_256,FALSE
biggan_256/biggan_648_595494.png,168,49,24,93,biggan_256,FALSE
biggan_256/biggan_649_862653.png,253,3,3,65,biggan_256,FALSE
biggan_256/biggan_652_103473.png,178,21,59,76,biggan_256,FALSE
biggan_256/biggan_653_573695.png,181,63,23,83,biggan_256,FALSE
biggan_256/biggan_655_837858.png,193,7,54,99,biggan_256,FALSE
biggan_256/biggan_658_766138.png,161,79,74,68,biggan_256,FALSE
biggan_256/biggan_660_628303.png,182,3,31,73,biggan_256,FALSE
biggan_256/biggan_661_622565.png,239,6,17,73,biggan_256,FALSE
biggan_256/biggan_662_221525.png,167,20,66,67,biggan_256,FALSE
biggan_256/biggan_664_046459.png,246,8,4,86,biggan_256,FALSE
biggan_256/biggan_667_101225.png,184,18,24,87,biggan_256,FALSE
biggan_256/biggan_672_696437.png,243,5,2,88,biggan_256,FALSE
biggan_256/biggan_675_035896.png,216,35,7,73,biggan_256,FALSE
biggan_256/biggan_679_299542.png,171,56,19,91,biggan_256,FALSE
biggan_256/biggan_683_014054.png,255,0,1,100,biggan_256,FALSE
biggan_256/biggan_683_797554.png,161,1,59,70,biggan_256,FALSE
biggan_256/biggan_685_674979.png,206,24,2,71,biggan_256,FALSE
biggan_256/biggan_686_171950.png,212,38,41,78,biggan_256,FALSE
biggan_256/biggan_690_348770.png,187,68,31,79,biggan_256,FALSE
biggan_256/biggan_691_948400.png,185,20,7,76,biggan_256,FALSE
biggan_256/biggan_692_321141.png,187,42,67,99,biggan_256,FALSE
biggan_256/biggan_692_772844.png,196,6,15,94,biggan_256,FALSE
biggan_256/biggan_693_101608.png,195,33,51,91,biggan_256,FALSE
biggan_256/biggan_695_661692.png,216,19,40,79,biggan_256,FALSE
biggan_256/biggan_699_500235.png,160,92,57,78,biggan_256,FALSE
biggan_256/biggan_700_299956.png,241,13,2,88,biggan_256,FALSE
biggan_256/biggan_702_076899.png,162,13,70,66,biggan_256,FALSE
biggan_256/biggan_704_703475.png,243,10,0,74,biggan_256,FALSE
biggan_256/biggan_704_863457.png,166,89,46,100,biggan_256,FALSE
biggan_256/biggan_706_301445.png,240,0,5,89,biggan_256,FALSE
biggan_256/biggan_707_763801.png,208,19,13,90,biggan_256,FALSE
biggan_256/biggan_708_802010.png,174,57,14,88,biggan_256,FALSE
biggan_256/biggan_710_940297.png,164,32,9,95,biggan_256,FALSE
biggan_256/biggan_713_147673.png,184,23,3,75,biggan_256,FALSE
biggan_256/biggan_714_963526.png,253,3,1,100,biggan_256,FALSE
biggan_256/biggan_716_097147.png,239,16,13,68,biggan_256,FALSE
biggan_256/biggan_719_695521.png,165,76,6,69,biggan_256,FALSE
biggan_256/biggan_720_861469.png,227,26,15,83,biggan_256,FALSE
biggan_256/biggan_722_545106.png,251,1,1,96,biggan_256,FALSE
biggan_256/biggan_725_108376.png,231,6,23,100,biggan_256,FALSE
biggan_256/biggan_729_275385.png,189,61,28,94,biggan_256,FALSE
biggan_256/biggan_729_395972.png,173,60,50,69,biggan_256,FALSE
biggan_256/biggan_730_562634.png,233,17,23,80,biggan_256,FALSE
biggan_256/biggan_731_495149.png,185,50,47,68,biggan_256,FALSE
biggan_256/biggan_736_018350.png,192,61,19,81,biggan_256,FALSE
biggan_256/biggan_736_028591.png,170,54,66,95,biggan_256,FALSE
biggan_256/biggan_738_806713.png,183,40,59,89,biggan_256,FALSE
biggan_256/biggan_740_342968.png,227,16,4,69,biggan_256,FALSE
biggan_256/biggan_745_385967.png,174,80,14,97,biggan_256,FALSE
biggan_256/biggan_747_945727.png,240,1,10,88,biggan_256,FALSE
biggan_256/biggan_748_730595.png,213,28,39,86,biggan_256,FALSE
biggan_256/biggan_749_099765.png,185,19,65,75,biggan_256,FALSE
biggan_256/biggan_750_391165.png,236,20,14,90,biggan_256,FALSE
biggan_256/biggan_750_708505.png,211,18,27,68,biggan_256,FALSE
biggan_256/biggan_751_538334.png,236,8,7,84,biggan_256,FALSE
biggan_256/biggan_755_370752.png,167,50,56,72,biggan_256,FALSE
biggan_256/biggan_756_910698.png,252,4,0,86,biggan_256,FALSE
biggan_256/biggan_757_652632.png,240,15,4,69,biggan_256,FALSE
biggan_256/biggan_758_424397.png,205,42,26,93,biggan_256,FALSE
biggan_256/biggan_758_511387.png,233,21,7,90,biggan_256,FALSE
biggan_256/biggan_759_039827.png,223,26,20,79,biggan_256,FALSE
biggan_256/biggan_759_973014.png,256,0,0,89,biggan_256,FALSE
biggan_256/biggan_762_646932.png,213,12,13,77,biggan_256,FALSE
biggan_256/biggan_764_320471.png,209,46,3,96,biggan_256,FALSE
biggan_256/biggan_771_830956.png,193,51,29,88,biggan_256,FALSE
biggan_256/biggan_775_493162.png,176,55,28,81,biggan_256,FALSE
biggan_256/biggan_777_084963.png,190,16,9,71,biggan_256,FALSE
biggan_256/biggan_779_813212.png,195,43,1,75,biggan_256,FALSE
biggan_256/biggan_780_382459.png,199,13,28,98,biggan_256,FALSE
biggan_256/biggan_782_561368.png,245,0,2,89,biggan_256,FALSE
biggan_256/biggan_783_230395.png,215,8,38,75,biggan_256,FALSE
biggan_256/biggan_783_508834.png,222,19,5,88,biggan_256,FALSE
biggan_256/biggan_788_005952.png,210,13,35,92,biggan_256,FALSE
biggan_256/biggan_788_590239.png,226,13,15,96,biggan_256,FALSE
